Time (s),ax_body (m/s2),ay_body (m/s2),az_body (m/s2),wx_body (rad/s2),wy_body (rad/s2),wz_body (rad/s2),x_actual (m),y_actual (m),z_actual (m)
0.095,8.449016925439479e-17,8.610358851404859e-35,4.011252550650104,-2.6606365528016375e-34,9.25185853854297e-17,-1.4095479141059137e-51,1.8526824784461205e-19,6.098069688974129e-37,2.0196345144247174
0.096,8.539823261551289e-17,9.397978266507839e-35,4.006323395225625,-2.6606365528016375e-34,9.25185853854297e-17,-1.3599202829456834e-51,1.911533855261076e-19,6.35937700154079e-37,2.0200398366283716
0.097,8.630629886679758e-17,1.0185600188430743e-34,4.001363001033267,-2.6606365528016375e-34,9.25185853854297e-17,-1.3102926517854535e-51,1.9716117046944437e-19,6.629329547665416e-37,2.020449157699094
0.098,8.721436802985141e-17,1.0973224635910806e-34,3.9963711345790673,-2.6606365528016375e-34,9.25185853854297e-17,-1.2606650206252232e-51,2.0329283530993872e-19,6.9081090089139795e-37,2.0208624726291635
0.099,8.812244012643421e-17,1.176085162782163e-34,3.991347560669171,-2.6606365528016375e-34,9.25185853854297e-17,-1.2110373894649934e-51,2.0954961146772734e-19,7.195896911979827e-37,2.0212797763790347
0.1,8.903051517846336e-17,1.2548481183173541e-34,3.986292042406225,-2.6606365528016375e-34,9.25185853854297e-17,-1.1614097583047631e-51,2.1593272913675614e-19,7.492874627246945e-37,2.0217010638770976
0.101,8.99385932080142e-17,1.3336113321113807e-34,3.9812043411860873,-2.6606365528016375e-34,9.25185853854297e-17,-1.1117821271445332e-51,2.224434172736653e-19,7.799223367339337e-37,2.02212633001944
0.10200000000000001,9.084667423732017e-17,1.4123748060926963e-34,3.9760842166948867,-2.6606365528016375e-34,9.25185853854297e-17,-1.062154495984303e-51,2.290829035865698e-19,8.11512418565638e-37,2.0225555696696036
0.10300000000000001,9.175475828877329e-17,1.4911385422034852e-34,3.970931426906404,-2.6606365528016375e-34,9.25185853854297e-17,-1.0125268648240731e-51,2.3585241452373434e-19,8.44075797489407e-37,2.022988777658345
0.10400000000000001,9.266284538492402e-17,1.5699025423996987e-34,3.9657457280798614,-2.6606365528016375e-34,9.25185853854297e-17,-9.628992336638428e-52,2.427531752621422e-19,8.776305465552012e-37,2.023425948783388
0.105,9.357093554848176e-17,1.6486668086510592e-34,3.960526874758053,-2.6606365528016375e-34,9.25185853854297e-17,-9.132716025036124e-52,2.497864096959571e-19,9.121947224426052e-37,2.023867077809178
0.106,9.447902880231479e-17,1.7274313429410748e-34,3.955274619765886,-2.6606365528016375e-34,9.25185853854297e-17,-8.636439713433827e-52,2.56953340424877e-19,9.47786365308645e-37,2.0243121594666347
0.107,9.538712516945044e-17,1.806196147267048e-34,3.9499887142093217,-2.6606365528016375e-34,9.25185853854297e-17,-8.140163401831528e-52,2.6425518874237935e-19,9.84423498634144e-37,2.0247611884529024
0.108,9.629522467307512e-17,1.8849612236400797e-34,3.944668907474748,-2.6606365528016375e-34,9.25185853854297e-17,-7.643887090229225e-52,2.7169317462385694e-19,1.0221241290686106e-36,2.0252141594310977
0.109,9.720332733653435e-17,1.9637265740850653e-34,3.939314947228768,-2.6606365528016375e-34,9.25185853854297e-17,-7.147610778626931e-52,2.792685167146436e-19,1.0609062462736419e-36,2.025671067030056
0.11,9.811143318333276e-17,2.0424922006407182e-34,3.933926579418463,-2.6606365528016375e-34,9.25185853854297e-17,-6.651334467024622e-52,2.869824323179285e-19,1.1007878227648353e-36,2.0261319058440788
0.111,9.901954223713398e-17,2.121258105359523e-34,3.9285035482721047,-2.6606365528016375e-34,9.25185853854297e-17,-6.155058155422325e-52,2.9483613738255906e-19,1.1417868137521945e-36,2.0265966704326734
0.112,9.992765452176056e-17,2.2000242903077565e-34,3.9230455963003696,-2.6606365528016375e-34,9.25185853854297e-17,-5.658781843820025e-52,3.0283084649073087e-19,1.1839211569790188e-36,2.0270653553202984
0.113,1.0083577006119385e-16,2.2787907575654688e-34,3.9175524642980295,-2.6606365528016375e-34,9.25185853854297e-17,-5.162505532217722e-52,3.109677728455645e-19,1.227208772559266e-36,2.027537954996101
0.114,1.0174388887957364e-16,2.3575575092264504e-34,3.9120238913461858,-2.6606365528016375e-34,9.25185853854297e-17,-4.666229220615419e-52,3.192481282585682e-19,1.2716675628133742e-36,2.028014463913657
0.115,1.0265201100119806e-16,2.436324547398237e-34,3.9064596148150184,-2.6606365528016375e-34,9.25185853854297e-17,-4.169952909013128e-52,3.276731231369854e-19,1.3173154121025362e-36,2.0284948764907056
0.116,1.0356013645052327e-16,2.51509187420206e-34,3.9008593703670886,-2.6606365528016375e-34,9.25185853854297e-17,-3.673676597410816e-52,3.362439664710268e-19,1.3641701866614104e-36,2.0289791871088854
0.117,1.04468265252163e-16,2.5938594917728165e-34,3.895222891961234,-2.6606365528016375e-34,9.25185853854297e-17,-3.1774002858085193e-52,3.4496186582098603e-19,1.4122497344292602e-36,2.0294673901134668
0.11800000000000001,1.0537639743088825e-16,2.6726274022590484e-34,3.8895499118570247,-2.6606365528016375e-34,9.25185853854297e-17,-2.6811239742062163e-52,3.5382802730423816e-19,1.4615718848795105e-36,2.0299594798130847
